HotelName,HotelAddress,HotelRating,ReviewDate,ReviewTitle,ReviewRating,Positive,Negative
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,강력 추천,10,위치나 전망 시설 청결도 직원 등 모두만족스러웠습니다.,층수가 높아 엘레베이터 의존도가 높음
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,강력 추천,10,"숙박요금이 비싼만큼 그 값어치 이상은 하는거같습니다. 탁 트인 뷰, 전망, 서비스 모두 좋았습니다.",투숙객 대상으로 가는 라운지인데도 대기가 너무 길었습니다. 머물수 있는 시간에 제한을 두는 등 개선이 있으면 좋을 것 같습니다.
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,특별한 날에 추천드립니다.,8.0,"수영장이 제일 마음에 들었어요 온도가 딱 미지근해서 아이들과 수영하기 좋았고 그리고 전체적으로 깔끔하고 고급스러운 분위기도 좋았고 특히 비싸긴 했지만 룸서비스가 최고였습니다
화장실도 정말 고급스럽고 특히 뭐니 뭐니 해도 뷰가 참 좋았어요",라운지 이용시 대기가 너무길어 라운지 규모를 조금 넓힐 필요가 있음
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,최고,9.0,"친절, 깨끗, 룸컨디션 최고",아쉬운점은 딱히 못느꼈네요.
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,최고,10,"최고의 호탤다운 최고의 친절 , 시설 등 뷰맛집",없습니다. 전혀 없었어요 호텔은 매우 만족이었습니다 !
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,강력 추천,9.6,시설은 훌륭했고 전망도 훌륭 직원분들도 친절했어요!!,조금 비싸요
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,훌륭해요,9.0,모든 서비스 만족,야외수영장
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,강력 추천,10,"넓은 화장실, 프론트로 전화하면 이름 불러주시고, 공기청정기등 요청 사항 있으면 바로바로 들어주셔서 좋았어요.",라운지 음식이 좀 아쉬웠네요
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,매우 좋음,8.0,"엄마를 모시고 가서 걱정이 됬었는데 서비스가 감동을 받을 정도로 너무 좋았습니다ㅜㅜ 전망도 최고에요!!!
또 가고 싶을만큼 너무 좋았습니다~~",화장실에서 냄새가 나서 당혹스러웠어요
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,서비스랑 전망이 정말 좋습니다!!,10,모든게 좋아요,없습니다.
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,강력 추천,10,"위치, 시설, 청결도 모두 너무 좋았고 직원들도 정말 친절했어요.",개인적으로 침대와 베게가 편하지는 않았던 것 같아요.
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,너무 좋았어요,9.6,피트니스센터나 수영장이용이 편리했으면 어디서나 외부의 풍경을 볼수있어 좋았음,라운지에서 17시에서 20시까지 샴페인과 다과가 제공되는데 그 시간대에 사람이 몰려서 대기해야 했고... 19시 30분에 들어가서 30분밖에 못즐겨서 아쉬웠어요ㅠㅠ
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,시그니엘 이용후기,8.0,"직원들이 친절해서 좋았습니다. 석천호수 단풍을 보며 하는 산책, 명품쇼핑몰, 일반 쇼핑몰이 있어 위치적으로도 좋았습니다. 호텔이 고급지다는 느낌이 나고 침구도 진짜 좋았습니다. 하여튼 호캉스 최적입니다.","쇼파에서 머리카락이 나와서 좀 그랬어요. 의자사이에서 나온거긴 하지만 좀만 더 주의깊게 청소했었다면 치울수 있는 머리카락 길이였는데 말이죠 ㅜㅜ , 그리구 깜빡하고 제가 클렌징폼을 안가져와서 씻을때 얼굴세안할 폼이 없어서 난감했어요. 왠만함 있는거 아닌가요?흠..."
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-11,매우 좋음,8.0,너무 친절하고 고요하고 편안한 침실덕분에 숙면,"코로나19로 인한 사회적 거리두기 2단계 중에 투숙을 하며
좋은 서비스를 누리지 못한 것에 대한 큰 아쉬움
다음에 또 방문하고싶다."
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,시그니엘은 또 갈껍니다 반드시,10,"조식 맛있었어요 ! 근데 코로나 때문에 직원분이 가져다 주셨는데 ..
너무 바쁘신 것 같아서 자꾸 부르기 죄송했어요 제 발품 팔더라도 제가 먹고 싶은 만큼 
가져다 먹는게 더 좋은 것 같아요 ㅠㅠㅠㅠ 그래도 맛있고 너무 친절하고 
매우 만족입니다 ! 아침에 환한 시티뷰를 보면서 맛있게 먹으니 다시 일개미처럼 
돈 버는 것도 동기부여가 되네요","웰컴티가 안 나왔어요..
저는 여기 시그니엘이 원래 웰컴티가 나오는 지 모르고 있었는데
체크아웃하고 나중에 다른 투숙객들 블로그 후기를 보니깐
전부 웰컴티 자랑을 했더라고요...저희는 그런거 없어서 좋은 기억으로 지내고 갔다가 나중에 좀 그랬네요.."
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,강력 추천,10,"예식 후 시그니엘에서 숙박했어요~ 시그니엘에서 라운지나 스파시설 즐기면 정말 신행 분위기 나고요 ㅎㅎ 롯데몰이나 주변 돌아다니면서 다양하게 먹고 즐길 수 있어서 위치적으로도 만족스러웠습니다~
스파베드에 깔아줬던 수건 너무 탐나는데 어디껀지 모르겠네요 ㅠㅠㅠ 
사우나 영업도 하고 있어서 매일 두세번씩 방문했는데 시설은 아기자기한데 사람이 많지 않아서 쾌적하게 이용했어요",라운지... 정말 이게 라운지인가싶게 과자밖에 안주네요. ;
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,신혼여행겸,10,시설 전망 서비스 최고입니다,"살롱드시그니엘은 메뉴가 빈약해 아쉬웠어요
그리고 직원들이 너무 어버버 정신이없어서 조금 아쉬웠습니다"
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,강력 추천,10,넓고 쾌적했으머 화장실이 매우 좋음,찾기가 힘드었다
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,시그니엘 1박 2일 후기,8.0,"방이 넓고 깨끗하고 뷰도 좋았습니다.
전반적으로 만족합니다",아쉬운게 거의 없어요~ 다만 방 구조가 편한 구조는 아니었어요. 드레스룸이 화장실이랑 멀어서 다소 불편한 정도..?
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,매우 좋음,8.0,시설 및 서비스 최고,"라운지 메뉴와 운영방식
주차 불편함"
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,최고,9.0,직원분들이 매우 친절하고 시설도 깨끗하고 위치도 좋습니다. 미리 예약을 못해서 애프터눈티를 못 먹어서 아쉬웠어요. 너무 잘 있다 갑니다.,없음.
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,친절하고 편안했던 최고의 숙소,10,서비스는 진짜 최상이었어요. 조식도 종류가 다양해서 맛있게 먹었습니다.,엘리베이터이용
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,시그니엘 낮과밤사이,9.0,위치가 너무 좋아요. 숙소뷰 대박!!! 직원분들도 정말정말 친절합니다😚😚 녹차와 장미 티백을 우려낸 따뜻한 물과 함께 한 반신욕 타임도.... 진짜 힐링을 하고 왔습니다!!,사우나 생수는 에비앙이 아닌것이 아쉬웠습니다.
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,강력 추천,10,"진짜 전망은 최고인 호텔인거 같아요. 
방안에서 보는 전망이 이게 나만이 가질수 있는 전망이라 진짜 너무 행복했어요. 침대와 베게는 아 이런게 진짜 릴렉스한 잠이구나 느낄수 있는 푹신함이였어요. 집에오면 바로 메트릭스와 베게를 바꿀려해요. 진짜 잠은 이렇게 자야지 라는 생각을 하게끔 만든 하룻밤이였습니다. 결혼기념일 1주년이였는데 정말 잘 선택한 하루였습니다. 한가을의 꿈같은 날이였습니다.",C타입 충전기선이 제대로작동하지않아서 자는동안 충전이 1도 안되었네요. 그리고 개선하기어려울것같지만...욕조 호수가 옆에있는건 좋았는데 물빼는 밸브가 욕조 한쪽편 가운데에 잇어 그쪽에 편하게 등을 대는게 힘들었습니다.
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,신데렐라가 됐어요,10,"직원들이 좋은 서비스를 제공하기 위해 노력한다.
숙소에서보는 서울의 야경이 정말 멋지다.","3인으로 예약했는데, 룸에 있는 물건들이 전부 3인으로 세팅되어 있지는 않아서 아쉬웠어요. 그리고 헬스장을 이용하고 싶었는데 부킹닷컴에서는 9/30까지 헬스장, 수영장 이용이 안된다고 되어 있어서 전혀 준비없이 갔다가, 막상 호텔에서는 이용 가능하다고 하니 좀 황당했어요. 그런 부분들은 바로바로 업데이트 해 주셔야 할 것 같아요."
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,최고의 뷰를가진 호텔,10,"아침식사 맛있고 매우 청결하고 매우 친절했어요
특히, 체크인 대기를 70분이나 해서 기분이 안 좋았었는데, 그거에 맞게 체크아웃을 1시간 늘려주셔서 좋았어요.",없어용
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,매우 좋음,8.0,호수뷰 방이었는데 부분 한강뷰로 전망이 너무 좋았습니다. 조금 이른 시간에 도착했는데 원하는 뷰 방이 준비되어있어 바로 입실했습니다. 직원분들 모두 정말 친절하고 프로페셔널했습니다.,"아쉬웠던 점은 전혀 없습니다! 숙소 내 0번을 통하여 추가 웰컴티 요청, 다림질 서비스 요청, 추가 어메니티 및 물 등 기타 물품 수령을 편하게 할 수 있었고 숙소가 높은 만큼 엘리베이터 대기를 많이 걱정했는데 한번도 1분 이상 기다린 적이 없네요~"
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,90층 이상 고층에서 한눈에 보는 한강뷰가 멋졌습니다.,9.0,"기대하고 갔던 호텔인데 역시 실망을 주지 않았구요
높은 곳에서 바라보는 서울시내가 일품입니다
조식도 코로나때문에 단품으로 나오지만 적당히 괜찮았구요
방도 그렇게 크지는 않지만 나쁘지않았어요
잘 쉬다 갑니다:D",객실 내 구석구석에 먼지가 있어서 청소할때 좀 더 신경을 쓰신다면 이후에 머무시는 분들이 좋아하실것 같아요
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,매우 좋음,8.0,객실 안내와 응대가 좋았다,딱히 없었네요. 가격이 비싸긴하지만 이정도 호텔이면 뭐 어쩔수없죠ㅜㅜ
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-9,강력 추천,10,날씨가 좋아서 뷰가 잘 보였어요! 허니문이라고 객실 업그레이드도 해주시고 너무 좋았습니다. 직원분들 모두 친절하시고 라운지는 큰건 없었지만 만족이었어요~,피트니스 사용하고 싶었는데 운동화 준비를 못해 사용하지 못한 아쉬움이 있습니다
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-9,기회되면 또 방문하려구요!,10,좋은 뷰와 서비스,"스테이크와 양고기를 디너로 먹었었는데 저에게 맛이 조금 맞지 않았습니다.
일반 식당에 비해서 가격은 높았지만 입에 맞지 않았습니다"
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,매우 좋음,8.0,서비스 최고.,없음
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,강력 추천,10,너무좋았음,"코로나 때문에 
숙박기간동안 스파, 피트니스 시설을 이용못했다는 점
조식뷔페를 제대로 못즐겼다는 점"
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-10,겁마맘에듬,10,"청결 및 서비스 품질 모든게 완벽했습니다!!
재방문 의사 10000000%",초고층에 위치한 호텔 특성상 외부로의 진출입이 상대적으로 번거로운편.
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-9,최고의 호텔 최고의 안락함👍👍,10,아쉬운점 외 모든 것이 좋았습니다! 전망미쳤고 어메니티도 딥디크고 직원분들이 정말친절하게 대해주셨습니다. 블루투스스피커도 짱짱해서 재즈음악 틀어놓고 와인에 흠뻑취했네요. 감사했습니다.,앞으로 이보다 더 좋은 곳을 갈수있을지 걱정이다...호캉스의 끝판왕
호텔 시그니엘,"서울, 송파구 올림픽로 300",9.2,2020-9,강력 추천,10,코로나 사태에도 불구하고 조식도 만족스러웠고 룸서비스도 만족스러웠고 무엇보다도 뷰가 미쳤습니다. 완전 대박이었습니다.,전혀없어 ..
